candidate,region,region_eng,percent_votes,rating,num_voters_per_region
Тягнибок Олег Ярославович,Запорізька,Zaporizka,0.48,10,1010500
Тягнибок Олег Ярославович,м.Севастополь,Sevastopilska,0.29,11,204145
Тягнибок Олег Ярославович,Авт.Респ. Крим,Avtonomna Respublika Krym,0.25,11,981922
Тягнибок Олег Ярославович,Луганська,Luhanska,0.21,10,1313664
Тягнибок Олег Ярославович,Донецька,Donetska,0.19,10,2439002
Ющенко Віктор Андрійович,Львівська,Lvivska,30.76,2,1475124
Ющенко Віктор Андрійович,Тернопільська,Ternopilska,26.43,2,646679
Ющенко Віктор Андрійович,Івано-Франківська,Ivano-Frankivska,25.09,2,774146
Ющенко Віктор Андрійович,Чернівецька,Chernivetska,7.91,5,434568
Ющенко Віктор Андрійович,Рівненська,Rivnenska,7.28,4,623112
Ющенко Віктор Андрійович,Закарпатська,Zakarpatska,5.93,5,540736
Ющенко Віктор Андрійович,Волинська,Volynska,4.51,5,586568
Ющенко Віктор Андрійович,Сумська,Sumska,4.34,6,627338
Ющенко Віктор Андрійович,м.Київ,Kyiv,3.78,5,1430356
Ющенко Віктор Андрійович,Черкаська,Cherkaska,3.41,7,681265
Ющенко Віктор Андрійович,Хмельницька,Khmelnytska,3.27,6,748056
Ющенко Віктор Андрійович,Полтавська,Poltavska,3.07,7,803708
Ющенко Віктор Андрійович,Київська,Kyivska,3.02,6,944893
Ющенко Віктор Андрійович,Вінницька,Vinnytska,2.85,6,899734
Ющенко Віктор Андрійович,Житомирська,Zhytomyrska,2.8,7,691123
Ющенко Віктор Андрійович,Чернігівська,Chernihivska,2.13,7,602599
Ющенко Віктор Андрійович,Херсонська,Khersonska,1.87,7,538431
Ющенко Віктор Андрійович,Кіровоградська,Kirovohradska,1.58,7,508754
Ющенко Віктор Андрійович,Одеська,Odeska,1.5,7,1160126
Ющенко Віктор Андрійович,Харківська,Kharkivska,1.46,6,1455120
Ющенко Віктор Андрійович,Миколаївська,Mykolaivska,1.45,7,601126
Ющенко Віктор Андрійович,Авт.Респ. Крим,Avtonomna Respublika Krym,1.26,7,981922
Ющенко Віктор Андрійович,Дніпропетровська,Dnipropetrovska,1.23,7,1833458
Ющенко Віктор Андрійович,Запорізька,Zaporizka,1.06,7,1010500
Ющенко Віктор Андрійович,м.Севастополь,Sevastopilska,0.74,8,204145
Ющенко Віктор Андрійович,Луганська,Luhanska,0.68,6,1313664
Ющенко Віктор Андрійович,Донецька,Donetska,0.67,7,2439002
Янукович Віктор Федорович,Донецька,Donetska,76.04,1,2439002
Янукович Віктор Федорович,Луганська,Luhanska,71.07,1,1313664
Янукович Віктор Федорович,Авт.Респ. Крим,Avtonomna Respublika Krym,61.13,1,981922
Янукович Віктор Федорович,м.Севастополь,Sevastopilska,56.09,1,204145
Янукович Віктор Федорович,Миколаївська,Mykolaivska,51.27,1,601126
Янукович Віктор Федорович,Одеська,Odeska,51.12,1,1160126
Янукович Віктор Федорович,Запорізька,Zaporizka,50.83,1,1010500
Янукович Віктор Федорович,Харківська,Kharkivska,50.18,1,1455120
Янукович Віктор Федорович,Дніпропетровська,Dnipropetrovska,41.67,1,1833458
Янукович Віктор Федорович,Херсонська,Khersonska,40.37,1,538431
Янукович Віктор Федорович,Закарпатська,Zakarpatska,29.65,1,540736
Янукович Віктор Федорович,Кіровоградська,Kirovohradska,26.74,2,508754
Янукович Віктор Федорович,Полтавська,Poltavska,25.27,2,803708
Янукович Віктор Федорович,Житомирська,Zhytomyrska,24.27,2,691123
Янукович Віктор Федорович,Чернігівська,Chernihivska,19.51,2,602599
Янукович Віктор Федорович,Чернівецька,Chernivetska,19.12,3,434568
Янукович Віктор Федорович,Сумська,Sumska,18.66,2,627338
Янукович Віктор Федорович,Черкаська,Cherkaska,17.36,2,681265
Янукович Віктор Федорович,м.Київ,Kyiv,15.91,3,1430356
Янукович Віктор Федорович,Київська,Kyivska,15.45,2,944893
Янукович Віктор Федорович,Хмельницька,Khmelnytska,15.23,2,748056
Янукович Віктор Федорович,Вінницька,Vinnytska,15.01,2,899734
Янукович Віктор Федорович,Рівненська,Rivnenska,12.48,2,623112
Янукович Віктор Федорович,Тернопільська,Ternopilska,9.82,4,646679
Янукович Віктор Федорович,Волинська,Volynska,9.6,3,586568
Янукович Віктор Федорович,Львівська,Lvivska,5.67,4,1475124
Янукович Віктор Федорович,Івано-Франківська,Ivano-Frankivska,5.11,4,774146
Яценюк Арсеній Петрович,Чернівецька,Chernivetska,19.27,2,434568
Яценюк Арсеній Петрович,Івано-Франківська,Ivano-Frankivska,13.8,3,774146
Яценюк Арсеній Петрович,Хмельницька,Khmelnytska,11.48,4,748056
Яценюк Арсеній Петрович,Львівська,Lvivska,11.04,3,1475124
Яценюк Арсеній Петрович,Закарпатська,Zakarpatska,10.17,3,540736
Яценюк Арсеній Петрович,Тернопільська,Ternopilska,9.91,3,646679
Яценюк Арсеній Петрович,Вінницька,Vinnytska,9.48,4,899734
Яценюк Арсеній Петрович,Полтавська,Poltavska,9.09,4,803708
Яценюк Арсеній Петрович,Київська,Kyivska,8.77,4,944893
Яценюк Арсеній Петрович,м.Київ,Kyiv,8.71,4,1430356
Яценюк Арсеній Петрович,Житомирська,Zhytomyrska,8.36,4,691123
Яценюк Арсеній Петрович,Сумська,Sumska,7.05,4,627338
Яценюк Арсеній Петрович,Рівненська,Rivnenska,7.03,6,623112
Яценюк Арсеній Петрович,Черкаська,Cherkaska,6.96,4,681265
Яценюк Арсеній Петрович,Дніпропетровська,Dnipropetrovska,6.53,4,1833458
Яценюк Арсеній Петрович,Харківська,Kharkivska,5.92,4,1455120
Яценюк Арсеній Петрович,Херсонська,Khersonska,5.92,5,538431
Яценюк Арсеній Петрович,Кіровоградська,Kirovohradska,5.83,4,508754
Яценюк Арсеній Петрович,Чернігівська,Chernihivska,5.54,4,602599
Яценюк Арсеній Петрович,Миколаївська,Mykolaivska,5.48,4,601126
Яценюк Арсеній Петрович,Волинська,Volynska,5.41,4,586568
Яценюк Арсеній Петрович,Запорізька,Zaporizka,5.12,4,1010500
Яценюк Арсеній Петрович,Одеська,Odeska,3.95,4,1160126
Яценюк Арсеній Петрович,Донецька,Donetska,2.76,5,2439002
Яценюк Арсеній Петрович,Авт.Респ. Крим,Avtonomna Respublika Krym,2.56,5,981922
Яценюк Арсеній Петрович,Луганська,Luhanska,2.38,5,1313664
Яценюк Арсеній Петрович,м.Севастополь,Sevastopilska,1.95,6,204145
